id,nombre_ce,distrito,sector,zona,canton,caserio,direccion,ayuda_asistencia_tecnica,apoyo_economico,apoyo_material_didactico,apoyo_mobiliario_equipo,apoyo_infraestructura,apoyo_remuneracion_docentes,apoyo_materiales_construccion,apoyo_alimentos,cant_deser,correo,X,Y
219,COLEGIO INTERAMERICANO LICENCIADA CARMEN DURAN,2,Privado,Urbana,N/A,N/A,CALLE GABRIELA MISTRAL N¶ø 321,0,0,0,0,0,0,0,0,6,cinteram2 64@hotmail.com,-89.207439,13.708879
220,COLEGIO SONRISAS PAMPANITOS,2,Privado,Urbana,N/A,N/A,CALLE SAN ANTONIO ABAD #3529,0,0,0,0,0,0,0,0,2,pampanitos@gmail.com,-89.224361,13.718145
221,COLEGIO HANS CHRISTIAN ANDERSEN,1,Privado,Urbana,N/A,N/A,COLONIA EL REFUGIO AV. SAN LORENZO #307,0,0,0,0,0,0,0,0,0,andersen.colegio@gmail.com,-89.198353,13.718259
222,COLEGIO IRENA SENDLER,2,Privado,Urbana,N/A,N/A,"COLONIA FLOR BLANCA, PASAJE PERALTA #125 SOBRE CALLE EL PROGRESO",0,0,0,0,0,0,0,0,0,direccion_cis@yahoo.com,-89.21754,13.69722
223,ACADEMIA CRISTIANA INTERNACIONAL,3,Privado,Urbana,N/A,N/A,TERCERA CALLE PONIENTE ENTRE 71 Y 73 AVE NORTE #3760 COLONIA ESCALON,0,0,0,0,0,0,0,0,0,roxy@academiniainternacional.com,-89.229766,13.703986
224,COLEGIO MI TRENCITO DE MADERA,3,Privado,Urbana,N/A,N/A,"7A CALLE PONIENTE #4923, COLONIA ESCALON",0,1,0,0,0,0,0,0,2,mitrencito_direccion@hotmail.com,-89.246164,13.706302
225,CENTRO ESCOLAR CASERIO EL GUAYABO CANTON SAN ISIDRO LOS PLANES,3,Publico,Rural,SAN ISIDRO LOS PLANES,EL GUAYABO,"KM 19 1/2 CALLE AL BOQUERON, MEDIA CUADRA ANTES DEL RESTAURANTE LAS BRUMAS",0,0,1,1,1,0,1,0,3,No posee,-89.266943,13.732999
226,CENTRO ESCOLAR CATOLICO CORAZON DE MARIA,5,Publico,Urbana,N/A,N/A,COLONIA PROVIDENCIA FINAL CALLE SEVILLA N¶ø 600,0,0,0,0,0,0,0,0,10,cecede_2000@yahoo.com,-89.199866,13.684027
227,COMPLEJO EDUCATIVO CATOLICO FE Y ALEGRIA,6,Publico,Urbana,N/A,N/A,"COLONIA GENERAL FRANCISCO MORAZAN, CALLE EL PORVENIR, ZONA LA CHACRA",1,1,1,1,1,0,0,0,48,cecfalachacra@gmail.com,-89.172497,13.694799
228,CENTRO ESCOLAR CATOLICO PABLO VI,5,Publico,Urbana,N/A,N/A,39 AV. SUR Y CALLE PRINCIPAL N¶§ 609 CENTRO URBANO MONSERRAT,0,0,0,0,0,0,0,0,2,No posee,-89.212851,13.682399
229,CENTRO ESCOLAR CATOLICO HOGAR DEL NIÇ?O,5,Publico,Urbana,N/A,N/A,"FINAL CALLE RAMON BELLOSO, BARRIO SAN JACINTO",0,0,0,0,0,0,0,0,29,cechogardelniÇño@gmail.com,-89.186501,13.686829
230,CENTRO ESCOLAR CATOLICO SANTA ANA,DCH,Publico,Urbana,N/A,N/A,17 AV. SUR #1003 B SANTA ANITA,0,0,0,0,0,0,0,0,8,cecsantana@gmail.com,-89.20075,13.69069
231,CENTRO ESCOLAR CATOLICO NUESTRA SEÇ?ORA DE FATIMA,1,Publico,Urbana,N/A,N/A,33 CALLE ORIENTE BIS N¶ø612 COLONIA LA RABIDA,0,1,0,0,1,1,0,0,6,cece_fatima@hotmail.com,-89.184798,13.71482
232,CENTRO ESCOLAR CATOLICO SANTA CATALINA,5,Publico,Urbana,N/A,N/A,BARRIO SAN JACINTO CALLE RAMON BELLOSO Y AV. CUBA #629,0,0,1,1,1,0,0,0,0,No posee,-89.189157,13.68747
233,CENTRO ESCOLAR CATOLICO NUESTRA SEÇ?ORA DE LOURDES,6,Publico,Urbana,N/A,N/A,"FINAL PROLONGACION CALLE DELGADO 22 AV. SUR N¶ø 2200, BARRIO LOURDES",1,0,0,0,0,0,0,0,4,asuncionlourdes@gmail.com,-89.181317,13.697727
234,CENTRO ESCOLAR CATOLICO EMILIANI,3,Publico,Urbana,N/A,N/A,KM 6 1/2 CARRETERA A SANTA TECLA FRENTE A BASILICA NUESTRA SEÇ?ORA DE GUADALUPE,0,0,0,0,0,0,0,0,4,emiliani@emiliani.edu.sv,-89.242821,13.682101
235,CENTRO ESCOLAR CATOLICO CORAZON DE MARIA,5,Publico,Urbana,N/A,N/A,"CALLE JUAN JOSE CAÇ?AS ENTRE 77 Y 79 AV. SUR, COLONIA ESCALON",0,0,0,0,0,0,0,0,0,escodemaedu@gmail.com,-89.199869,13.684029
236,CENTRO ESCOLAR CATOLICO SAN PATRICIO,5,Publico,Urbana,N/A,N/A,CALLE ANTIGUA A HUIZUCAR Y CALLE PRINCIPAL DE LA COLONIA SAN PATRICIO #100,0,0,0,0,0,1,0,0,7,estermolina629@gmail.com,-89.211652,13.670481
237,ESCUELA PARROQUIAL DE SAN JOSE DE LA MONTAÇ?A,2,Publico,Urbana,N/A,N/A,PRIMERA CALLE PONIENTE NUMERO 3520 COLONIA ESCALON,0,1,1,0,1,0,1,0,6,escuelaparroquialsanjose19@gmail.com,-89.224923,13.70337
238,ESCUELA DE EDUCACION PARVULARIA CATOLICA PEDRO RICALDONE,2,Publico,Urbana,N/A,N/A,CENTRO URBANO LIBERTAD AV. AGUILARES #218,1,1,1,1,1,1,0,0,2,parvularia.pedro.ricaldone@ricaldone.edu.sv,-89.20342,13.723376
239,CENTRO ESCOLAR CATOLICO MADRE MARIA CATARINA GIMAGGIO,4,Publico,Urbana,N/A,N/A,COLONIA LUZ 24 CALLE PTE Y 47 AV. SUR,0,0,0,0,0,0,0,0,7,catarinadimaggio@yahoo.com,-89.216489,13.688955
240,CENTRO ESCOLAR CATOLICO NUESTRA SEÇ?ORA DE LA MERCED,5,Publico,Urbana,N/A,N/A,FINAL AV. CUBA CONTINUO A IGLESIA LOS REMEDIOS,1,0,0,1,0,0,0,1,1,cecelamerced@hotmail.com,-89.18716,13.69169
241,CENTRO ESCOLAR CATOLICO LA DIVINA PROVIDENCIA,DCH,Publico,Urbana,N/A,N/A,BARRIO Y CALLE CONCEPCION N¶ø 330,1,1,1,1,1,1,0,0,10,cecedivinaprovidencia@yahoo.com,-89.184666,13.700363
242,INSTITUTO NACIONAL NOCTURNO MAYOR VICTOR MANUEL BAIRES CRUZ,6,Publico,Urbana,N/A,N/A,"FINAL BOULEVARD VENEZUELA, COMPLEJO PCN",0,0,0,0,0,1,0,0,2,No posee,-89.17581,13.697142
